,dataset,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,Features.Skew.StandardDeviation,Features.Skew.Mean,Labels.Skew.NonAggregated,Features.PearsonCorrelation.Mean,Features.PearsonCorrelation.StandardDeviation,FeaturesLabels.PearsonCorrelation.Mean,FeaturesLabels.PearsonCorrelation.StandardDeviation,Features.SpearmanCorrelation.Mean,Features.SpearmanCorrelation.StandardDeviation,FeaturesLabels.SpearmanCorrelation.Mean,FeaturesLabels.SpearmanCorrelation.StandardDeviation,Features.Kurtosis.Mean,Features.Kurtosis.StandardDeviation,Labels.Kurtosis.NonAggregated,Features.Mean.Mean,Features.Mean.StandardDeviation,Labels.Mean.NonAggregated,Unnamed: 143,instances,dimensionality,instances_with_missing_val,ratio_of_discrete_features,ratio_of_numeric_features,nonzero_vals_cnt,missing values,attributes total,attributes categorical,attributes numerical,algo_catboost,algo_mgbdt,algo_node_epsilon,algo_thundergbm,winning
277,low-res-spect,-0.28562020899999996,0.70688724,0.9460380009999999,-0.703900108,0.37216551700000006,-0.595497598,0.512991656,0.41073350700000005,-0.570165284,0.163702396,0.766111428,0.172733888,0.904697324,0.832898308,0.18045537,-0.38009817,0.612411015,0.512633412,0.5922801,0.313502396,0.545393996,0.8499120659999999,0.109446297,0.108472808,0.7687218000000001,-0.08317577799999999,-0.438974342,0.584289571,-0.281738555,0.8744971140000001,-0.416343444,0.923408522,0.830968114,-0.15690522699999998,-0.22384159,0.98366149,0.572295023,0.863340887,0.38660519600000004,-0.7882026590000001,0.22803764199999998,-0.557899947,0.37770831200000005,0.2604427,-0.609582039,0.28589233,0.6422011999999999,0.027291305,0.830558433,0.9207395840000001,0.0814717,0.585719733,-0.088411985,0.043355668,0.73776529,-0.164886988,-0.327528806,0.253058092,-0.562978413,-0.75708759,-0.100887806,0.919735486,0.921797482,0.19977942399999998,-0.327461938,0.827948802,0.7316368109999999,0.626805603,0.019012708,-0.283841185,-0.09711102,0.753577552,0.226761386,-0.480963761,0.143075838,-0.5922012,-0.440481534,0.8592813890000001,0.012900305,-0.357826661,0.888512128,0.59637559,0.70876024,0.171983188,0.19267826300000002,-0.25150014,0.7815644340000001,0.82696415,0.631656088,0.041149949,0.212361634,-0.22683869399999998,0.45902740299999994,-0.401121393,-0.518168991,-0.180183915,-0.036044609,0.033701928,0.488765845,0.517950615,0.899175355,0.451711804,0.373073214,-0.150043709,0.6817367559999999,0.0,0.0,0.20689655199999998,0.068965517,0.413793103,0.344827586,0.275862069,0.413793103,0.344827586,0.275862069,0.482758621,0.620689655,0.413793103,0.344827586,0.275862069,0.620689655,0.344827586,0.551724138,0.75862069,1.0,1.046289779,1.510278979,,0.14272254199999998,0.270024627,,,0.00626941,0.141152455,,,2.454270876,4.194816379,,17.42269253,40.36541149,,,189,0.052910053,0,0,1,1890,0,10,0,10,0,0,0,1,0.0
278,low-res-spect,-0.28562020899999996,0.70688724,0.9460380009999999,-0.703900108,0.37216551700000006,-0.595497598,0.512991656,0.41073350700000005,-0.570165284,0.163702396,0.766111428,0.172733888,0.904697324,0.832898308,0.18045537,-0.38009817,0.612411015,0.512633412,0.5922801,0.313502396,0.545393996,0.8499120659999999,0.109446297,0.108472808,0.7687218000000001,-0.08317577799999999,-0.438974342,0.584289571,-0.281738555,0.8744971140000001,-0.416343444,0.923408522,0.830968114,-0.15690522699999998,-0.22384159,0.98366149,0.572295023,0.863340887,0.38660519600000004,-0.7882026590000001,0.22803764199999998,-0.557899947,0.37770831200000005,0.2604427,-0.609582039,0.28589233,0.6422011999999999,0.027291305,0.830558433,0.9207395840000001,0.0814717,0.585719733,-0.088411985,0.043355668,0.73776529,-0.164886988,-0.327528806,0.253058092,-0.562978413,-0.75708759,-0.100887806,0.919735486,0.921797482,0.19977942399999998,-0.327461938,0.827948802,0.7316368109999999,0.626805603,0.019012708,-0.283841185,-0.09711102,0.753577552,0.226761386,-0.480963761,0.143075838,-0.5922012,-0.440481534,0.8592813890000001,0.012900305,-0.357826661,0.888512128,0.59637559,0.70876024,0.171983188,0.19267826300000002,-0.25150014,0.7815644340000001,0.82696415,0.631656088,0.041149949,0.212361634,-0.22683869399999998,0.45902740299999994,-0.401121393,-0.518168991,-0.180183915,-0.036044609,0.033701928,0.488765845,0.517950615,0.899175355,0.451711804,0.373073214,-0.150043709,0.6817367559999999,0.0,0.0,0.20689655199999998,0.068965517,0.413793103,0.344827586,0.275862069,0.413793103,0.344827586,0.275862069,0.482758621,0.620689655,0.413793103,0.344827586,0.275862069,0.620689655,0.344827586,0.551724138,0.75862069,1.0,1.046289779,1.510278979,,0.14272254199999998,0.270024627,,,0.00626941,0.141152455,,,2.454270876,4.194816379,,17.42269253,40.36541149,,,189,0.052910053,0,0,1,1890,0,10,0,10,0,0,1,0,0.0
279,low-res-spect,-0.28562020899999996,0.70688724,0.9460380009999999,-0.703900108,0.37216551700000006,-0.595497598,0.512991656,0.41073350700000005,-0.570165284,0.163702396,0.766111428,0.172733888,0.904697324,0.832898308,0.18045537,-0.38009817,0.612411015,0.512633412,0.5922801,0.313502396,0.545393996,0.8499120659999999,0.109446297,0.108472808,0.7687218000000001,-0.08317577799999999,-0.438974342,0.584289571,-0.281738555,0.8744971140000001,-0.416343444,0.923408522,0.830968114,-0.15690522699999998,-0.22384159,0.98366149,0.572295023,0.863340887,0.38660519600000004,-0.7882026590000001,0.22803764199999998,-0.557899947,0.37770831200000005,0.2604427,-0.609582039,0.28589233,0.6422011999999999,0.027291305,0.830558433,0.9207395840000001,0.0814717,0.585719733,-0.088411985,0.043355668,0.73776529,-0.164886988,-0.327528806,0.253058092,-0.562978413,-0.75708759,-0.100887806,0.919735486,0.921797482,0.19977942399999998,-0.327461938,0.827948802,0.7316368109999999,0.626805603,0.019012708,-0.283841185,-0.09711102,0.753577552,0.226761386,-0.480963761,0.143075838,-0.5922012,-0.440481534,0.8592813890000001,0.012900305,-0.357826661,0.888512128,0.59637559,0.70876024,0.171983188,0.19267826300000002,-0.25150014,0.7815644340000001,0.82696415,0.631656088,0.041149949,0.212361634,-0.22683869399999998,0.45902740299999994,-0.401121393,-0.518168991,-0.180183915,-0.036044609,0.033701928,0.488765845,0.517950615,0.899175355,0.451711804,0.373073214,-0.150043709,0.6817367559999999,0.0,0.0,0.20689655199999998,0.068965517,0.413793103,0.344827586,0.275862069,0.413793103,0.344827586,0.275862069,0.482758621,0.620689655,0.413793103,0.344827586,0.275862069,0.620689655,0.344827586,0.551724138,0.75862069,1.0,1.046289779,1.510278979,,0.14272254199999998,0.270024627,,,0.00626941,0.141152455,,,2.454270876,4.194816379,,17.42269253,40.36541149,,,189,0.052910053,0,0,1,1890,0,10,0,10,1,0,0,0,1.0
280,lowbwt,-0.720649122,0.696120269,0.973935656,-0.93524683,-0.08646302,-0.415415126,0.88408721,-0.31708269899999997,-0.896356143,0.501205339,0.690354899,-0.10474980800000001,0.980828611,0.9295059040000001,-0.10410037400000001,-0.803767296,0.6234840979999999,0.6326317810000001,0.8223880920000001,-0.6646365679999999,0.743091562,0.892258973,-0.6994342729999999,-0.085222953,0.699145592,-0.64947237,-0.83146726,0.557896892,-0.758433967,0.620572192,0.0027761509999999997,0.641794302,0.422605293,-0.41321258899999996,-0.135837509,0.993832288,0.355623439,0.777111625,0.45418961399999996,-0.880755084,-0.245007022,-0.487723832,0.8476414959999999,-0.475112859,-0.930912902,0.620057815,0.550750767,-0.216326132,0.934324646,0.9857430979999999,-0.036275712,0.315305393,-0.806095179,0.208399015,0.853916386,-0.331175523,-0.750078294,0.006294975,-0.952885663,-0.8225754809999999,0.47381450799999997,-0.014287926000000001,0.933584339,0.411201496,-0.697629499,0.61234116,0.609851513,0.041228762,-0.345901705,-0.48093396,0.484803606,0.597621272,-0.431921745,0.050798987999999996,0.8911745179999999,-0.38730139,-0.5150398070000001,-0.21274427399999998,-0.775811542,0.40076789,0.61681974,-0.17654813600000002,0.886398171,0.7919375959999999,0.592260918,-0.783762883,0.423820829,0.545572085,-0.20075161800000002,-0.5667174629999999,-0.59946218,-0.407935909,0.361915893,-0.8452620999999999,-0.922682662,-0.130336426,-0.37469098100000003,0.412793251,0.6991148890000001,0.399660932,0.7628554479999999,0.447520588,-0.056047672,-0.27767348399999997,0.8791305309999999,0.275862069,0.482758621,0.344827586,0.275862069,0.20689655199999998,0.482758621,0.344827586,0.344827586,0.344827586,0.344827586,0.275862069,0.0,0.068965517,0.275862069,0.620689655,0.413793103,0.8275862070000001,0.275862069,0.551724138,1.0,2.267354272,1.12113972,2.032558018,0.060070662999999996,0.42843950799999997,0.08707047300000001,0.31798079100000004,0.15279315300000001,0.514102394,0.13300906099999998,0.246819679,8.603883328,29.07766424,5.431926614,0.015177793,0.151777889,1.532956686,,531,0.19020715600000002,0,0,1,53631,0,101,0,101,0,1,0,0,0.0
281,lowbwt,-0.720649122,0.696120269,0.973935656,-0.93524683,-0.08646302,-0.415415126,0.88408721,-0.31708269899999997,-0.896356143,0.501205339,0.690354899,-0.10474980800000001,0.980828611,0.9295059040000001,-0.10410037400000001,-0.803767296,0.6234840979999999,0.6326317810000001,0.8223880920000001,-0.6646365679999999,0.743091562,0.892258973,-0.6994342729999999,-0.085222953,0.699145592,-0.64947237,-0.83146726,0.557896892,-0.758433967,0.620572192,0.0027761509999999997,0.641794302,0.422605293,-0.41321258899999996,-0.135837509,0.993832288,0.355623439,0.777111625,0.45418961399999996,-0.880755084,-0.245007022,-0.487723832,0.8476414959999999,-0.475112859,-0.930912902,0.620057815,0.550750767,-0.216326132,0.934324646,0.9857430979999999,-0.036275712,0.315305393,-0.806095179,0.208399015,0.853916386,-0.331175523,-0.750078294,0.006294975,-0.952885663,-0.8225754809999999,0.47381450799999997,-0.014287926000000001,0.933584339,0.411201496,-0.697629499,0.61234116,0.609851513,0.041228762,-0.345901705,-0.48093396,0.484803606,0.597621272,-0.431921745,0.050798987999999996,0.8911745179999999,-0.38730139,-0.5150398070000001,-0.21274427399999998,-0.775811542,0.40076789,0.61681974,-0.17654813600000002,0.886398171,0.7919375959999999,0.592260918,-0.783762883,0.423820829,0.545572085,-0.20075161800000002,-0.5667174629999999,-0.59946218,-0.407935909,0.361915893,-0.8452620999999999,-0.922682662,-0.130336426,-0.37469098100000003,0.412793251,0.6991148890000001,0.399660932,0.7628554479999999,0.447520588,-0.056047672,-0.27767348399999997,0.8791305309999999,0.275862069,0.482758621,0.344827586,0.275862069,0.20689655199999998,0.482758621,0.344827586,0.344827586,0.344827586,0.344827586,0.275862069,0.0,0.068965517,0.275862069,0.620689655,0.413793103,0.8275862070000001,0.275862069,0.551724138,1.0,2.267354272,1.12113972,2.032558018,0.060070662999999996,0.42843950799999997,0.08707047300000001,0.31798079100000004,0.15279315300000001,0.514102394,0.13300906099999998,0.246819679,8.603883328,29.07766424,5.431926614,0.015177793,0.151777889,1.532956686,,531,0.19020715600000002,0,0,1,53631,0,101,0,101,0,0,0,1,1.0
282,lowbwt,-0.720649122,0.696120269,0.973935656,-0.93524683,-0.08646302,-0.415415126,0.88408721,-0.31708269899999997,-0.896356143,0.501205339,0.690354899,-0.10474980800000001,0.980828611,0.9295059040000001,-0.10410037400000001,-0.803767296,0.6234840979999999,0.6326317810000001,0.8223880920000001,-0.6646365679999999,0.743091562,0.892258973,-0.6994342729999999,-0.085222953,0.699145592,-0.64947237,-0.83146726,0.557896892,-0.758433967,0.620572192,0.0027761509999999997,0.641794302,0.422605293,-0.41321258899999996,-0.135837509,0.993832288,0.355623439,0.777111625,0.45418961399999996,-0.880755084,-0.245007022,-0.487723832,0.8476414959999999,-0.475112859,-0.930912902,0.620057815,0.550750767,-0.216326132,0.934324646,0.9857430979999999,-0.036275712,0.315305393,-0.806095179,0.208399015,0.853916386,-0.331175523,-0.750078294,0.006294975,-0.952885663,-0.8225754809999999,0.47381450799999997,-0.014287926000000001,0.933584339,0.411201496,-0.697629499,0.61234116,0.609851513,0.041228762,-0.345901705,-0.48093396,0.484803606,0.597621272,-0.431921745,0.050798987999999996,0.8911745179999999,-0.38730139,-0.5150398070000001,-0.21274427399999998,-0.775811542,0.40076789,0.61681974,-0.17654813600000002,0.886398171,0.7919375959999999,0.592260918,-0.783762883,0.423820829,0.545572085,-0.20075161800000002,-0.5667174629999999,-0.59946218,-0.407935909,0.361915893,-0.8452620999999999,-0.922682662,-0.130336426,-0.37469098100000003,0.412793251,0.6991148890000001,0.399660932,0.7628554479999999,0.447520588,-0.056047672,-0.27767348399999997,0.8791305309999999,0.275862069,0.482758621,0.344827586,0.275862069,0.20689655199999998,0.482758621,0.344827586,0.344827586,0.344827586,0.344827586,0.275862069,0.0,0.068965517,0.275862069,0.620689655,0.413793103,0.8275862070000001,0.275862069,0.551724138,1.0,2.267354272,1.12113972,2.032558018,0.060070662999999996,0.42843950799999997,0.08707047300000001,0.31798079100000004,0.15279315300000001,0.514102394,0.13300906099999998,0.246819679,8.603883328,29.07766424,5.431926614,0.015177793,0.151777889,1.532956686,,531,0.19020715600000002,0,0,1,53631,0,101,0,101,0,0,1,0,0.0
283,lowbwt,-0.720649122,0.696120269,0.973935656,-0.93524683,-0.08646302,-0.415415126,0.88408721,-0.31708269899999997,-0.896356143,0.501205339,0.690354899,-0.10474980800000001,0.980828611,0.9295059040000001,-0.10410037400000001,-0.803767296,0.6234840979999999,0.6326317810000001,0.8223880920000001,-0.6646365679999999,0.743091562,0.892258973,-0.6994342729999999,-0.085222953,0.699145592,-0.64947237,-0.83146726,0.557896892,-0.758433967,0.620572192,0.0027761509999999997,0.641794302,0.422605293,-0.41321258899999996,-0.135837509,0.993832288,0.355623439,0.777111625,0.45418961399999996,-0.880755084,-0.245007022,-0.487723832,0.8476414959999999,-0.475112859,-0.930912902,0.620057815,0.550750767,-0.216326132,0.934324646,0.9857430979999999,-0.036275712,0.315305393,-0.806095179,0.208399015,0.853916386,-0.331175523,-0.750078294,0.006294975,-0.952885663,-0.8225754809999999,0.47381450799999997,-0.014287926000000001,0.933584339,0.411201496,-0.697629499,0.61234116,0.609851513,0.041228762,-0.345901705,-0.48093396,0.484803606,0.597621272,-0.431921745,0.050798987999999996,0.8911745179999999,-0.38730139,-0.5150398070000001,-0.21274427399999998,-0.775811542,0.40076789,0.61681974,-0.17654813600000002,0.886398171,0.7919375959999999,0.592260918,-0.783762883,0.423820829,0.545572085,-0.20075161800000002,-0.5667174629999999,-0.59946218,-0.407935909,0.361915893,-0.8452620999999999,-0.922682662,-0.130336426,-0.37469098100000003,0.412793251,0.6991148890000001,0.399660932,0.7628554479999999,0.447520588,-0.056047672,-0.27767348399999997,0.8791305309999999,0.275862069,0.482758621,0.344827586,0.275862069,0.20689655199999998,0.482758621,0.344827586,0.344827586,0.344827586,0.344827586,0.275862069,0.0,0.068965517,0.275862069,0.620689655,0.413793103,0.8275862070000001,0.275862069,0.551724138,1.0,2.267354272,1.12113972,2.032558018,0.060070662999999996,0.42843950799999997,0.08707047300000001,0.31798079100000004,0.15279315300000001,0.514102394,0.13300906099999998,0.246819679,8.603883328,29.07766424,5.431926614,0.015177793,0.151777889,1.532956686,,531,0.19020715600000002,0,0,1,53631,0,101,0,101,1,0,0,0,0.0
284,lung-cancer,-0.859895175,0.970343246,0.988268151,-0.885581462,-0.6048622889999999,-0.301200348,-0.301200348,-0.670646918,-0.887482388,-0.797679425,0.94616742,-0.854657598,0.984963748,0.988019478,-0.7989928909999999,-0.8731330759999999,0.974053095,0.700487505,-0.20464586399999998,-0.20464586399999998,0.84636684,0.9819193009999999,0.87138183,-0.7681208159999999,0.9964765240000001,-0.822582024,-0.872913374,0.925891762,-0.8429865259999999,-0.61354298,-0.297741668,-0.297741668,-0.54208982,-0.83129209,-0.8546492590000001,0.990350007,-0.788117884,0.99379103,0.925658785,-0.8873803140000001,-0.573492648,-0.29766671100000003,-0.29766671100000003,-0.719499916,-0.8951946709999999,-0.74452555,0.8949664559999999,-0.869630885,0.949417025,0.999748375,0.6888284029999999,-0.13136948099999998,-0.13136948099999998,0.761941777,0.981375656,0.886882695,-0.815467582,0.966357858,-0.864140362,-0.885633865,-0.204852229,-0.204852229,0.66613506,0.693055454,0.7598895940000001,-0.632264461,0.708851682,-0.61550137,-0.574188045,1.0,-0.20464586399999998,-0.131448068,-0.204628695,-0.297616771,-0.20461153,-0.29759181,-0.29759181,-0.20464586399999998,-0.131448068,-0.204628695,-0.297616771,-0.20461153,-0.29759181,-0.29759181,0.794157089,0.592834971,-0.481375846,0.867030214,-0.5910578160000001,-0.718228359,0.864040203,-0.8022376,0.978621485,-0.853480769,-0.896154808,-0.857813945,0.853955208,-0.84113405,-0.744338209,-0.753061567,0.976767595,0.8952444890000001,-0.81305041,-0.869412064,0.9486749409999999,0.0,0.836363636,0.327272727,0.181818182,0.145454545,0.036363636,0.072727273,0.727272727,0.145454545,0.0,0.0,0.0,0.0,0.0,0.0,0.036363636,0.109090909,0.181818182,0.290909091,1.0,1.358461895,0.14724543199999998,-0.05336049599999999,0.22566005100000003,0.343339733,0.18005810100000003,0.364427192,0.013283904,0.22552903600000002,0.008338432,0.324257767,1.209068273,4.438209388,-1.311459659,0.018091887,0.135388948,1.03125,,32,1.78125,0,0,1,1824,0,57,0,57,0,1,0,0,0.0
285,lung-cancer,-0.859895175,0.970343246,0.988268151,-0.885581462,-0.6048622889999999,-0.301200348,-0.301200348,-0.670646918,-0.887482388,-0.797679425,0.94616742,-0.854657598,0.984963748,0.988019478,-0.7989928909999999,-0.8731330759999999,0.974053095,0.700487505,-0.20464586399999998,-0.20464586399999998,0.84636684,0.9819193009999999,0.87138183,-0.7681208159999999,0.9964765240000001,-0.822582024,-0.872913374,0.925891762,-0.8429865259999999,-0.61354298,-0.297741668,-0.297741668,-0.54208982,-0.83129209,-0.8546492590000001,0.990350007,-0.788117884,0.99379103,0.925658785,-0.8873803140000001,-0.573492648,-0.29766671100000003,-0.29766671100000003,-0.719499916,-0.8951946709999999,-0.74452555,0.8949664559999999,-0.869630885,0.949417025,0.999748375,0.6888284029999999,-0.13136948099999998,-0.13136948099999998,0.761941777,0.981375656,0.886882695,-0.815467582,0.966357858,-0.864140362,-0.885633865,-0.204852229,-0.204852229,0.66613506,0.693055454,0.7598895940000001,-0.632264461,0.708851682,-0.61550137,-0.574188045,1.0,-0.20464586399999998,-0.131448068,-0.204628695,-0.297616771,-0.20461153,-0.29759181,-0.29759181,-0.20464586399999998,-0.131448068,-0.204628695,-0.297616771,-0.20461153,-0.29759181,-0.29759181,0.794157089,0.592834971,-0.481375846,0.867030214,-0.5910578160000001,-0.718228359,0.864040203,-0.8022376,0.978621485,-0.853480769,-0.896154808,-0.857813945,0.853955208,-0.84113405,-0.744338209,-0.753061567,0.976767595,0.8952444890000001,-0.81305041,-0.869412064,0.9486749409999999,0.0,0.836363636,0.327272727,0.181818182,0.145454545,0.036363636,0.072727273,0.727272727,0.145454545,0.0,0.0,0.0,0.0,0.0,0.0,0.036363636,0.109090909,0.181818182,0.290909091,1.0,1.358461895,0.14724543199999998,-0.05336049599999999,0.22566005100000003,0.343339733,0.18005810100000003,0.364427192,0.013283904,0.22552903600000002,0.008338432,0.324257767,1.209068273,4.438209388,-1.311459659,0.018091887,0.135388948,1.03125,,32,1.78125,0,0,1,1824,0,57,0,57,0,0,0,1,0.0
286,lung-cancer,-0.859895175,0.970343246,0.988268151,-0.885581462,-0.6048622889999999,-0.301200348,-0.301200348,-0.670646918,-0.887482388,-0.797679425,0.94616742,-0.854657598,0.984963748,0.988019478,-0.7989928909999999,-0.8731330759999999,0.974053095,0.700487505,-0.20464586399999998,-0.20464586399999998,0.84636684,0.9819193009999999,0.87138183,-0.7681208159999999,0.9964765240000001,-0.822582024,-0.872913374,0.925891762,-0.8429865259999999,-0.61354298,-0.297741668,-0.297741668,-0.54208982,-0.83129209,-0.8546492590000001,0.990350007,-0.788117884,0.99379103,0.925658785,-0.8873803140000001,-0.573492648,-0.29766671100000003,-0.29766671100000003,-0.719499916,-0.8951946709999999,-0.74452555,0.8949664559999999,-0.869630885,0.949417025,0.999748375,0.6888284029999999,-0.13136948099999998,-0.13136948099999998,0.761941777,0.981375656,0.886882695,-0.815467582,0.966357858,-0.864140362,-0.885633865,-0.204852229,-0.204852229,0.66613506,0.693055454,0.7598895940000001,-0.632264461,0.708851682,-0.61550137,-0.574188045,1.0,-0.20464586399999998,-0.131448068,-0.204628695,-0.297616771,-0.20461153,-0.29759181,-0.29759181,-0.20464586399999998,-0.131448068,-0.204628695,-0.297616771,-0.20461153,-0.29759181,-0.29759181,0.794157089,0.592834971,-0.481375846,0.867030214,-0.5910578160000001,-0.718228359,0.864040203,-0.8022376,0.978621485,-0.853480769,-0.896154808,-0.857813945,0.853955208,-0.84113405,-0.744338209,-0.753061567,0.976767595,0.8952444890000001,-0.81305041,-0.869412064,0.9486749409999999,0.0,0.836363636,0.327272727,0.181818182,0.145454545,0.036363636,0.072727273,0.727272727,0.145454545,0.0,0.0,0.0,0.0,0.0,0.0,0.036363636,0.109090909,0.181818182,0.290909091,1.0,1.358461895,0.14724543199999998,-0.05336049599999999,0.22566005100000003,0.343339733,0.18005810100000003,0.364427192,0.013283904,0.22552903600000002,0.008338432,0.324257767,1.209068273,4.438209388,-1.311459659,0.018091887,0.135388948,1.03125,,32,1.78125,0,0,1,1824,0,57,0,57,0,0,1,0,0.0
287,lung-cancer,-0.859895175,0.970343246,0.988268151,-0.885581462,-0.6048622889999999,-0.301200348,-0.301200348,-0.670646918,-0.887482388,-0.797679425,0.94616742,-0.854657598,0.984963748,0.988019478,-0.7989928909999999,-0.8731330759999999,0.974053095,0.700487505,-0.20464586399999998,-0.20464586399999998,0.84636684,0.9819193009999999,0.87138183,-0.7681208159999999,0.9964765240000001,-0.822582024,-0.872913374,0.925891762,-0.8429865259999999,-0.61354298,-0.297741668,-0.297741668,-0.54208982,-0.83129209,-0.8546492590000001,0.990350007,-0.788117884,0.99379103,0.925658785,-0.8873803140000001,-0.573492648,-0.29766671100000003,-0.29766671100000003,-0.719499916,-0.8951946709999999,-0.74452555,0.8949664559999999,-0.869630885,0.949417025,0.999748375,0.6888284029999999,-0.13136948099999998,-0.13136948099999998,0.761941777,0.981375656,0.886882695,-0.815467582,0.966357858,-0.864140362,-0.885633865,-0.204852229,-0.204852229,0.66613506,0.693055454,0.7598895940000001,-0.632264461,0.708851682,-0.61550137,-0.574188045,1.0,-0.20464586399999998,-0.131448068,-0.204628695,-0.297616771,-0.20461153,-0.29759181,-0.29759181,-0.20464586399999998,-0.131448068,-0.204628695,-0.297616771,-0.20461153,-0.29759181,-0.29759181,0.794157089,0.592834971,-0.481375846,0.867030214,-0.5910578160000001,-0.718228359,0.864040203,-0.8022376,0.978621485,-0.853480769,-0.896154808,-0.857813945,0.853955208,-0.84113405,-0.744338209,-0.753061567,0.976767595,0.8952444890000001,-0.81305041,-0.869412064,0.9486749409999999,0.0,0.836363636,0.327272727,0.181818182,0.145454545,0.036363636,0.072727273,0.727272727,0.145454545,0.0,0.0,0.0,0.0,0.0,0.0,0.036363636,0.109090909,0.181818182,0.290909091,1.0,1.358461895,0.14724543199999998,-0.05336049599999999,0.22566005100000003,0.343339733,0.18005810100000003,0.364427192,0.013283904,0.22552903600000002,0.008338432,0.324257767,1.209068273,4.438209388,-1.311459659,0.018091887,0.135388948,1.03125,,32,1.78125,0,0,1,1824,0,57,0,57,1,0,0,0,1.0
288,lupus,-0.8180302840000001,0.831016003,0.968355795,-0.8924471279999999,-0.0503907,-0.675895037,0.502712959,-0.23462198,-0.871644555,0.156138344,0.841706134,-0.361712561,0.9481616909999999,0.930436735,-0.470824029,-0.877377526,0.8167402309999999,0.513411245,0.644239613,-0.10234399400000001,0.612125699,0.9488243470000001,-0.23913982,-0.497740309,0.717172788,-0.683466803,-0.888468962,0.687089002,-0.752240805,0.40217065799999996,-0.654375484,0.801099935,0.251560305,-0.5582565110000001,-0.230048582,0.9860596640000001,-0.06523108400000001,0.8952734990000001,0.59254137,-0.859832102,-0.241596963,-0.620261535,0.328305627,-0.39271148100000003,-0.916878815,0.29792725600000003,0.703314805,-0.463112552,0.876815743,0.9882664879999999,0.06311913400000001,0.598782601,-0.46234047799999994,0.252719761,0.896283507,-0.040054263,-0.7421974790000001,0.362778693,-0.891420971,-0.812439989,0.061239090999999996,0.681218932,0.68773868,0.35428641899999996,-0.487448851,0.34715083,0.689659122,0.193171858,-0.337945039,-0.460344262,0.072610436,0.606779889,-0.09338398699999999,-0.6728302559999999,0.34117646799999995,-0.588519268,-0.59330706,0.365645733,-0.21255747,-0.400544675,0.7349576170000001,0.270105473,0.669504475,0.227345456,0.529672924,-0.303970191,0.243347046,0.547766493,-0.094211644,-0.46742893399999996,-0.243822729,-0.576906475,0.5343064279999999,-0.775777169,-0.920014799,-0.186511747,0.011865646,-0.049902660999999994,0.37828243200000006,-0.111512407,0.875371077,0.6176390270000001,-0.217078778,-0.500902917,0.8116119479999999,0.08,0.56,0.16,0.32,0.32,0.56,0.24,0.48,0.16,0.4,0.24,0.08,0.4,0.48,0.0,0.48,0.64,0.16,0.64,1.0,1.3119192370000001,1.211431215,,0.24387996,0.33785655299999995,,,0.269464782,0.516566407,,,2.387489795,4.354020029,,51.41436782,64.40390394,,,87,0.045977011,0,0,1,348,0,4,0,4,0,1,0,0,0.0
