dataset,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,Features.Skew.StandardDeviation,Features.Skew.Mean,Labels.Skew.NonAggregated,Features.PearsonCorrelation.Mean,Features.PearsonCorrelation.StandardDeviation,FeaturesLabels.PearsonCorrelation.Mean,FeaturesLabels.PearsonCorrelation.StandardDeviation,Features.SpearmanCorrelation.Mean,Features.SpearmanCorrelation.StandardDeviation,FeaturesLabels.SpearmanCorrelation.Mean,FeaturesLabels.SpearmanCorrelation.StandardDeviation,Features.Kurtosis.Mean,Features.Kurtosis.StandardDeviation,Labels.Kurtosis.NonAggregated,Features.Mean.Mean,Features.Mean.StandardDeviation,Labels.Mean.NonAggregated,,instances,dimensionality,instances_with_missing_val,ratio_of_discrete_features,ratio_of_numeric_features,nonzero_vals_cnt,missing values,attributes total,attributes categorical,attributes numerical
molec-biol-promoter,-0.946956457,0.979446488,0.998762353,-0.947740364,-0.775614163,-0.166865809,-0.166865809,-0.757708754,-0.951111464,-0.924336045,0.969005902,-0.943231974,0.992592866,0.996663362,-0.917227157,-0.948432954,0.99126172,0.818699285,-0.154093334,-0.154093334,0.830634633,0.999350844,0.964421998,-0.905007299,0.998177748,-0.934242173,-0.947825789,0.970142601,-0.938896566,-0.787568612,-0.166676464,-0.166676464,-0.649144078,-0.923315126,-0.947667755,0.997607,-0.90608314,0.995120948,0.962647817,-0.944500671,-0.769042551,-0.166672382,-0.166672382,-0.775334756,-0.952120599,-0.914481515,0.958254548,-0.946302347,0.986578036,0.998927223,0.834785245,-0.14154237,-0.14154237,0.785743348,0.991933982,0.982359374,-0.929735959,0.986396561,-0.946323558,-0.941223179,-0.154093711,-0.154093711,0.683444286,0.820754914,0.837400345,-0.787767308,0.814847472,-0.7822281,-0.762580061,1,-0.154093711,-0.141538902,-0.154092579,-0.166672382,-0.154092579,-0.166671565,-0.166671565,-0.154093711,-0.141538902,-0.154092579,-0.166672382,-0.154092579,-0.166671565,-0.166671565,0.823900338,0.690468668,-0.618521957,0.853394075,-0.699374212,-0.792093758,0.966603398,-0.91148005,0.996989348,-0.939441241,-0.950944983,-0.946008435,0.952337566,-0.942060506,-0.90637981,-0.892222609,0.988630519,0.949540273,-0.925709303,-0.947919116,0.98115056,0.865671642,0.029850746,0.268656716,0.089552239,0,0,0,0,0.776119403,0,0,0,0,0,0,0,0.059701493,0.029850746,0.23880597,1,0.242858228,-0.035671235,0,0.241514355,0.327616971,0.196148131,0.314841515,0.001844049,0.107826415,0.023313404,0.217767981,-1.36613245,0.204705939,-2,0.008620654,0.065084784,0.5,,106,0.547169811,0,0,1,6148,0,58,0,58
molec-biol-splice,-0.946877078,0.961315557,0.992169458,-0.986329828,0.195280979,-0.834268196,0.938062225,-0.042975321,-0.9823064,-0.558763089,0.953252109,-0.371213431,0.998158515,0.97139015,-0.838933493,-0.972153206,0.917054644,0.042312013,0.90112021,-0.818884144,0.28980997,0.963558244,0.35999075,-0.824883302,0.594846716,-0.930817617,-0.982204943,0.920335909,-0.949472977,0.372222107,-0.772096277,0.98182126,0.173754299,-0.903766827,-0.719635829,0.999286444,-0.21857235,0.973836936,0.870870009,-0.978069894,0.107907862,-0.842278592,0.895226188,-0.143638594,-0.993161737,-0.475991262,0.909301719,-0.437016826,0.984004303,0.993259385,-0.209643723,0.754245696,-0.920163441,0.038114546,0.979990651,0.573816575,-0.940404538,0.310124291,-0.986772133,-0.955914035,-0.006819756,0.381429751,0.86132901,-0.0819903,-0.357038891,0.384158536,0.62758836,0.235469979,0.024814385,-0.777954806,0.186889151,0.799366721,0.329037104,-0.763387096,0.635833885,-0.823597125,-0.840555345,0.199184066,-0.875217231,-0.706233589,0.979269304,-0.220565021,0.950127107,0.845526938,0.162772347,-0.36654265,0.193446142,0.747704578,-0.000242098,-0.235827692,0.47018975,-0.89270493,0.413057771,-0.972272461,-0.989305442,-0.733688039,0.025026758,-0.593555932,-0.394192137,-0.20405919,0.966643034,0.857527975,-0.341629034,-0.494824196,0.957224406,0.561403509,0.315789474,0.210526316,0,0.070175439,0.105263158,0.175438596,0.175438596,0.035087719,0.140350877,0.140350877,0.245614035,0.070175439,0.210526316,0.070175439,0.070175439,0.070175439,0.105263158,0.175438596,1,0.178956065,-0.027493963,-0.555220241,0.190837005,0.287421678,0.162852687,0.299892059,0.009560483,0.034551653,-0.000524651,0.165279011,-1.264687946,0.161390605,-1.312631961,0.020956948,0.162331315,1.278369906,,3190,0.019122257,0,0,1,194590,0,61,0,61
monks-1,-0.831183661,0.952517911,0.996034206,-0.964695741,0.339556085,-0.889784042,0.879514729,0.118354333,-0.947587668,0.493295835,0.974646441,-0.547835973,0.992729383,0.989100177,-0.727142121,-0.836342061,0.845300243,0.011861353,0.929996062,-0.739187064,0.198133195,0.911902883,-0.311353138,-0.765763071,0.875546533,-0.814094346,-0.834651333,0.935667029,-0.900651195,0.541284675,-0.835922812,0.908507398,0.253406125,-0.870393485,0.342502312,0.992635138,-0.449539923,0.972345258,0.920009105,-0.969439405,0.30433042,-0.88571952,0.863310877,0.110488353,-0.954981786,0.502004776,0.958108965,-0.557359153,0.987722261,0.997463366,-0.249336568,0.85331336,-0.845543647,-0.094560034,0.966186938,-0.488670516,-0.925075747,0.590450033,-0.958033849,-0.967239875,-0.137715639,0.528572174,0.344343742,-0.182367496,-0.212590102,0.477704296,0.191692613,0.379187056,0.28535154,-0.767626293,-0.043500385,0.906569187,-0.346083683,-0.857598783,0.74419516,-0.884014415,-0.878778064,-0.015371231,-0.834461369,0.300127657,0.911615482,-0.541543664,0.880964459,0.855580419,0.032940951,-0.103706027,0.192744966,0.323350597,0.166825282,0.096564974,-0.462295784,-0.898605882,0.696528583,-0.93698727,-0.954510335,0.414009028,-0.009628957,0.449044116,0.511974489,-0.478684388,0.984205813,0.943436689,-0.530135787,-0.561074193,0.978781415,0.350877193,0.49122807,0.140350877,0,0.175438596,0.140350877,0.070175439,0.070175439,0.105263158,0.140350877,0.105263158,0.210526316,0.070175439,0.245614035,0.140350877,0.175438596,0.035087719,0.035087719,0.245614035,1,0.048894714,-0.010768685,0,0.173292108,0.252407045,0.288484329,0.428504273,0.160094379,0.166545188,0.089616957,0.395244866,-1.267899629,0.348497214,-2,0.344976345,0.063536739,0.5,,556,0.012589928,0,0,1,3892,0,7,0,7
monks-2,-0.486307731,0.981963624,0.994151198,-0.975310987,0.88834643,-0.787546456,0.978163888,0.505670917,-0.94046149,0.631478965,0.982317734,0.316905623,0.9983205,0.978140484,-0.425404344,-0.525143208,0.461608547,-0.227408006,0.802537888,-0.420763957,0.290217451,0.652912854,-0.078421374,-0.424716478,0.520417503,-0.476040098,-0.55946784,0.957321951,-0.952041928,0.93238889,-0.783955791,0.997849955,0.605982089,-0.883454912,0.56161422,0.999894393,0.327047247,0.988148927,0.923803505,-0.973644347,0.847270882,-0.783476192,0.952753889,0.432473766,-0.960280257,0.655346565,0.957914844,0.292671493,0.988435154,0.994413411,-0.868709256,0.723509857,-0.947416334,-0.482399508,0.942248558,-0.624616592,-0.952687736,-0.342225143,-0.972104915,-0.960876872,-0.645308485,0.932815126,0.80743263,-0.757599199,0.607023726,0.932417888,0.537260712,0.896884476,0.798978694,-0.781021097,-0.237084051,0.829569627,-0.349488235,-0.782316823,0.124932768,-0.791975111,-0.772027475,0.60864907,-0.880949039,0.554962981,0.997664207,0.329177024,0.983273444,0.919687965,-0.303552006,0.438461289,0.605134215,0.756965263,0.52469556,0.355803945,-0.620616383,-0.884066492,-0.212635943,-0.928335448,-0.969688102,0.562870057,0.66783107,0.621231821,0.66574175,0.328460984,0.988196892,0.924712401,0.313593172,0.261977848,0.967956526,0.338461538,0.123076923,0.246153846,0.092307692,0.061538462,0.184615385,0.092307692,0.092307692,0,0.030769231,0,0.030769231,0.092307692,0.184615385,0.092307692,0.215384615,0.307692308,0.092307692,0.184615385,1,0.299970058,-0.062448532,0.662566763,0.109084143,0.10640099,0.158213361,0.248838055,0.155390118,0.061482575,0.196140184,0.328561564,-1.293553761,0.203027306,-1.561005285,0.317944515,0.011775981,0.342762063,,601,0.011647255,0,0,1,4207,0,7,0,7
monks-3,-0.198864613,0.690197117,0.979990543,-0.459589307,0.446101658,-0.549761904,0.628498085,0.354829443,-0.433087503,0.803568212,0.848293818,0.147948216,0.782952635,0.964450446,0.437948151,-0.29066284,-0.031977721,0.731283916,0.800592857,0.425312413,0.794068793,0.886930818,-0.408699135,0.224395218,0.816271878,0.278553808,-0.321457532,0.585543827,-0.340020932,0.896729803,0.059450909,0.923660651,0.833388322,0.183078443,0.301472651,0.952400522,0.607921494,0.941967566,0.548527162,-0.464647948,0.347793254,-0.61507662,0.520656064,0.252772911,-0.500302205,0.842699957,0.766686808,0.070861252,0.707708767,0.992624318,-0.393198003,0.045797765,-0.303907984,-0.31774344,-0.134508159,-0.226138929,-0.400539796,-0.213289452,-0.461696772,-0.451695866,0.354961389,0.819881968,0.971310835,0.547291551,0.074141679,0.787451662,0.801617354,0.806192146,0.310801405,0.075702526,0.443895351,0.84126019,-0.698263889,-0.154702442,0.570066636,-0.072689878,-0.631389902,0.780464365,0.184359281,0.258394441,0.835491422,0.608590391,0.909794514,0.459585958,0.602284248,0.01406419,0.709930921,0.853728983,0.714521648,0.211509879,-0.629753197,-0.041962228,0.62266504,0.063246459,-0.517325019,0.512003777,-0.038897917,0.381560552,0.830522312,0.459593952,0.922770216,0.743209831,0.506548735,0.017223579,0.673752975,0,0,0,0.242424242,0.181818182,0.424242424,0.303030303,0.181818182,0.181818182,0.242424242,0.484848485,0.181818182,0.303030303,0.363636364,0.363636364,0.424242424,0.424242424,0.606060606,0.909090909,1,0.061765087,-3.46E-05,-0.079485081,0.132401022,0.243255264,0.165506327,0.433869783,0.123589285,0.208763383,0.008523374,0.440356798,-1.230196427,0.36441811,-1.993682122,0.346551793,0.071008923,0.519855596,,554,0.012635379,0,0,1,3878,0,7,0,7
mushroom,0.403356262,0.728641358,0.935046991,-0.40497564,0.682902704,-0.24035741,0.701957269,0.68556899,0.364391239,-0.430152167,0.703347107,0.271146525,0.867608322,0.854919793,0.579701466,0.254259286,-0.735899684,0.704049412,0.628483476,0.603593009,0.800969044,0.742422904,-0.105856721,0.586507527,0.764887273,0.514624714,0.129732697,0.583655316,-0.67066737,0.965945745,-0.079044543,0.964444853,0.815694235,0.78680833,-0.304788901,0.994573277,0.272075561,0.946382154,0.459328804,-0.294296562,0.532818869,-0.33594985,0.553532005,0.546561694,0.196064037,-0.372900381,0.553834816,0.138239454,0.767436208,0.966177453,-0.737378525,-0.418488645,-0.646629812,-0.54339016,-0.897251277,-0.287553568,-0.677846668,-0.25610476,-0.640778216,-0.177079842,0.10344547,0.955895003,0.860474744,0.8366549,-0.226005536,0.967697009,0.369744655,0.904109737,0.404226467,-0.052109032,0.213325912,0.352641785,0.405080333,-0.068055004,0.495684489,-0.150186395,-0.377441483,0.810005844,0.780216868,-0.297802452,0.970599732,0.271457322,0.902241657,0.426012625,0.631186412,-0.468375941,0.808047854,0.704841805,0.778066073,0.437185655,0.131304614,0.803736217,0.257810724,0.674538872,0.054427208,-0.292661881,-0.459813673,-0.286295865,-0.31838537,0.263496531,0.92866535,0.425973461,0.22994341,0.043224705,0.659557722,0,0.051282051,0.102564103,0.205128205,0.051282051,0.256410256,0.256410256,0.41025641,0.153846154,0.153846154,0.102564103,0.256410256,0.41025641,0.153846154,0.41025641,0.41025641,0.358974359,0.564102564,0.461538462,1,2.128689112,-0.70917567,0.07193225,0.015074752,0.177271336,0.021527637,0.250003769,0.002881442,0.238961298,0.01833759,0.369538876,4.049197932,12.63441891,-1.994825751,0.021910214,0.100406054,0.482028557,,8124,0.002708026,0,0,1,178728,0,22,0,22
musk-1,-0.98584564,0.975555709,0.999001062,-0.985364658,-0.689613024,-0.626679205,0.829266401,-0.805881797,-0.987522669,-0.951398827,0.971095785,-0.979315493,0.989402168,0.996767903,-0.952130956,-0.987400267,0.996002187,0.709217769,0.643448055,-0.813596734,0.837180026,0.998991667,0.951663351,-0.946934142,0.99706973,-0.969017917,-0.98715464,0.967399195,-0.961951895,-0.661831385,-0.569170043,0.824811487,-0.722696792,-0.959047056,-0.984804516,0.999257343,-0.935581263,0.996173218,0.959512884,-0.984570604,-0.693795578,-0.635272893,0.825951635,-0.820239016,-0.987579544,-0.942427868,0.9624035,-0.983509052,0.983652984,0.999214194,0.706210297,0.648221884,-0.834089861,0.823654033,0.995950568,0.960980724,-0.956739687,0.990931717,-0.975452483,-0.98265345,0.533351534,-0.580218363,0.789868401,0.704367591,0.671765375,-0.661807744,0.723298531,-0.666572997,-0.698087381,-0.732013934,0.65297274,0.626158123,0.558758484,-0.559375921,0.656793935,-0.595016233,-0.640307161,-0.674544434,-0.810330124,-0.799628989,0.814342161,-0.807717309,0.832369001,0.821344985,0.825290706,0.722531633,-0.710407866,0.860270024,-0.757415296,-0.832455659,0.958961488,-0.954470344,0.993748323,-0.974121151,-0.986165755,-0.985150957,0.933596618,-0.978211276,-0.933819828,-0.929569515,0.993586622,0.954157017,-0.955558215,-0.985937951,0.977608681,0.923076923,0.215384615,0.153846154,0.307692308,0.123076923,0,0,0,0,0,0,0,0,0,0,0.061538462,0.184615385,0.184615385,0.307692308,1,1.853057829,0.281414831,0.26274253,0.097551136,0.309531673,0.094824549,0.251192525,0.05707773,0.320254772,-0.022933549,0.144888149,3.578117587,21.90403789,-1.930966363,0.002604023,0.033550653,0.43487395,,476,0.350840336,0,0,1,79492,0,167,0,167
newton_hema,-0.1572463,0.944688402,0.947411254,-0.832041709,0.739331043,-0.601630026,0.879585368,0.620288076,-0.722721953,0.332541705,0.935828953,0.277568533,0.993634298,0.854965289,0.077697626,-0.356404595,-0.09956729,0.415947446,0.724307108,0.004458762,0.516677494,0.608724875,-0.288761194,0.113373661,0.814191362,-0.147538808,-0.493017561,0.809367398,-0.845560511,0.881233451,-0.443016244,0.943682774,0.751302773,-0.517553379,0.146704725,0.993011214,0.455415673,0.943736528,0.671098962,-0.74887997,0.549512977,-0.691755026,0.733046716,0.450760422,-0.860270328,0.460125221,0.803573818,0.114068604,0.938219149,0.969637749,-0.751049117,0.264200942,-0.717137955,-0.662511933,0.548983093,-0.106813677,-0.858519816,-0.48649123,-0.839574167,-0.624774042,-0.136373852,0.824400602,0.887538703,-0.211354583,0.048516787,0.880324244,0.720476221,0.747634204,0.379946445,-0.538821475,0.002358841,0.747889986,-0.472857805,-0.39474163,0.419533433,-0.596210446,-0.744042433,0.64905876,-0.440166961,0.209698048,0.908120477,0.315291972,0.890020271,0.604772923,-0.146749676,-0.022819996,0.77816081,0.812801545,0.606594696,0.301480055,-0.378214658,-0.519820111,0.119965366,-0.703178881,-0.908377339,0.110561595,-0.169971617,0.345983388,0.523478713,0.502298372,0.928006182,0.666573198,0.279469196,-0.019551413,0.839783038,0,0.228571429,0.285714286,0.171428571,0.171428571,0.228571429,0.114285714,0.057142857,0.285714286,0.114285714,0.171428571,0.228571429,0.171428571,0.228571429,0.228571429,0.228571429,0.342857143,0.4,0.628571429,1,1.204838161,1.477675293,,,,,,,,,,2.904923206,3.839374679,,43.89107143,6.605357143,,,140,0.028571429,0,0,1,560,0,4,0,4
no2,-0.982131648,0.904439939,0.995557833,-0.981277634,-0.789566644,-0.918183086,0.860824073,-0.825044809,-0.981537112,-0.699627188,0.907877466,-0.954707173,0.962831159,0.984135139,-0.852654537,-0.987480424,0.984397426,0.832658011,0.917567823,-0.822717325,0.87651517,0.997813942,0.671222448,-0.855019327,0.984013334,-0.925071609,-0.984500583,0.870118802,-0.905971571,-0.572904577,-0.875398475,0.865709952,-0.588706065,-0.852063935,-0.860356324,0.994280124,-0.786833636,0.97742121,0.833465798,-0.974843666,-0.812318946,-0.90553283,0.836849194,-0.855682365,-0.986701481,-0.660987316,0.872267305,-0.968497171,0.940983799,0.996080254,0.781210763,0.912165466,-0.83240375,0.821553355,0.986126965,0.737311544,-0.902435358,0.953777704,-0.962206551,-0.96129723,0.694165536,-0.56963564,0.916103295,0.828397682,0.533343967,-0.578906738,0.877920647,-0.67615157,-0.825663517,-0.884913276,0.735587887,0.900562965,0.692678946,-0.880039045,0.89152415,-0.902771949,-0.8919811,-0.596265859,-0.811997901,-0.639323711,0.890620152,-0.782069137,0.849133478,0.816053821,0.869245318,0.505103514,-0.585296051,0.919578882,-0.710259799,-0.874919675,0.668327886,-0.854400908,0.978775199,-0.925202853,-0.982996779,-0.836144782,0.637940597,-0.813740869,-0.618146719,-0.790384684,0.969272538,0.835360279,-0.875881671,-0.974183076,0.913900422,0.677966102,0.677966102,0.169491525,0.169491525,0.203389831,0,0,0,0,0,0,0,0,0,0,0.06779661,0.169491525,0.101694915,0.576271186,1,0.588592908,-0.117911881,,0.077868576,0.237869129,,,0.039833503,0.236672754,,,0.45817932,1.840806154,,24.35384427,48.73983758,,,500,0.016,0,0,1,4000,0,8,0,8
oocytes_merluccius_nucleus_4d,-0.71912635,0.981764308,0.993853314,-0.967112952,0.898826239,-0.763409459,0.936775819,0.342105277,-0.952077997,0.336386569,0.983556465,-0.084406277,0.997686696,0.982240072,-0.644940097,-0.74776108,0.635619261,-0.462685334,0.876116647,-0.570927771,0.233560704,0.795943712,0.058082865,-0.64546889,0.662937893,-0.710339125,-0.758936128,0.956968805,-0.960773427,0.950081566,-0.723757387,0.979232482,0.427064927,-0.8975347,0.311222198,0.999350109,-0.02004458,0.988529348,0.932376267,-0.958870522,0.855020261,-0.765934368,0.897952841,0.290914829,-0.967140768,0.352211554,0.960426473,-0.123192791,0.988157383,0.996723858,-0.896740348,0.63783184,-0.919261773,-0.372965713,0.924013774,-0.350834204,-0.964109951,0.035613351,-0.969349698,-0.946135935,-0.591135663,0.96234725,0.579455774,-0.779809269,0.395621721,0.945984898,0.187236461,0.909267412,0.818893547,-0.700080194,0.033765924,0.774356467,-0.060578517,-0.717546691,0.430497698,-0.757758216,-0.759340536,0.470776901,-0.818711014,0.309244,0.973568323,0.032321315,0.949653703,0.863559203,-0.214410389,0.519451108,0.429033215,0.757612447,0.350282513,0.256700979,-0.324927274,-0.904004564,0.180567348,-0.939135964,-0.971341493,0.311025038,0.574174139,0.334326823,0.365849844,-0.019471642,0.989316742,0.937116125,-0.085936233,-0.14408288,0.973874186,0.360655738,0.06557377,0.360655738,0.032786885,0.032786885,0,0.06557377,0,0.032786885,0.131147541,0.098360656,0.032786885,0.06557377,0.295081967,0.098360656,0.06557377,0.06557377,0.06557377,0.163934426,1,1.554913348,0.709493329,,0.035176887,0.506651195,,,0.03006922,0.820796052,,,3.343467626,5.137255827,,-2.00E-08,9.85E-08,,,1022,0.04109589,0,0,1,42924,0,42,0,42
oocytes_merluccius_states_2f,-0.372448332,0.610399872,0.878516503,-0.821669682,0.320806219,-0.719790955,0.598922863,0.190429652,-0.413842858,0.346987648,0.640886858,0.29315347,0.954107159,0.700799871,0.339381046,-0.612373405,0.559764543,0.611634884,0.625916745,0.290994405,0.691458276,0.692844788,-0.730162394,0.31382889,0.543967,-0.244416414,-0.80412996,0.384587922,-0.368357599,0.882438267,-0.166948725,0.936704472,0.762214225,0.23457592,-0.208397962,0.982558205,0.689395636,0.718059399,0.10741067,-0.873159592,0.079908759,-0.818719048,0.39795107,-0.044541006,-0.547354263,0.559603035,0.408809259,0.046886139,0.815470178,0.875579142,-0.087257451,0.640424632,-0.414700773,0.058547846,0.454290034,-0.453771475,-0.376675628,-0.058214177,-0.793289348,-0.773299732,0.138859196,0.844361978,0.905802048,0.575769162,-0.492743029,0.838805882,0.565300026,0.453037464,-0.205153111,-0.163065863,0.220948995,0.691702483,-0.495643494,-0.225027641,0.015207123,-0.62690945,-0.734939071,0.745811255,0.262631706,-0.167188373,0.894434423,0.601648728,0.694677732,0.137125024,0.600776722,-0.502268163,0.714024435,0.564415546,0.313736761,-0.314472544,-0.678920748,0.15482695,0.022163835,-0.291353507,-0.638746435,-0.191522658,-0.136292851,0.261911203,0.799035347,0.718606719,0.742397744,0.128799256,0.396828407,-0.171444892,0.620032283,0,0.307692308,0.384615385,0.307692308,0.153846154,0.384615385,0.307692308,0.384615385,0.461538462,0.230769231,0.384615385,0.461538462,0.461538462,0.615384615,0.230769231,0.538461538,1,0.615384615,0.538461538,0.884615385,1.454618601,0.15203459,-0.95978863,0.043604328,0.380542567,0.099951488,0.326191017,0.0643319,0.554982711,0.217893766,0.507045457,2.255599331,4.027126585,-0.981241891,0.055133214,0.275666116,1.433463796,,1022,0.025440313,0,0,1,26572,0,26,0,26
oocytes_trisopterus_nucleus_2f,-0.95159411,0.863028324,0.983141792,-0.982136792,-0.13005224,-0.927509692,0.839967832,-0.60686877,-0.967555538,-0.208520074,0.846753294,-0.773996481,0.978037048,0.956256739,-0.727874768,-0.97365008,0.96314465,0.346029644,0.927867296,-0.703751997,0.776688406,0.982266693,0.134083397,-0.706511604,0.901557474,-0.899171713,-0.969596991,0.780297244,-0.8218737,0.253971377,-0.818787378,0.978957604,-0.216657793,-0.753658514,-0.435863913,0.99740396,-0.476567388,0.938527013,0.719112073,-0.980705175,-0.23699183,-0.917058536,0.759846368,-0.706828148,-0.987572073,-0.113879196,0.75913518,-0.823376956,0.935844174,0.992294353,0.179804856,0.90904556,-0.803271275,0.657489629,0.983037618,0.17801517,-0.80010732,0.799278552,-0.954897847,-0.964020541,0.150510382,0.25776507,0.728769194,0.278478897,-0.094240949,0.276941637,0.573837435,0.006022969,-0.293420218,-0.790976064,0.623590487,0.899913028,0.240322954,-0.798696028,0.801040881,-0.920494027,-0.894564421,-0.182742039,-0.73481792,-0.436536642,0.973197034,-0.463441562,0.912388605,0.702590489,0.728215794,-0.104723279,-0.184590538,0.859759753,-0.489990462,-0.754608924,0.116956002,-0.732843436,0.840499412,-0.915521954,-0.982051551,-0.433483345,0.206985364,-0.304890413,-0.03954933,-0.44563108,0.92431299,0.69535297,-0.692138732,-0.83754561,0.896138893,0.571428571,0.326530612,0.448979592,0.081632653,0,0.285714286,0.040816327,0.163265306,0.204081633,0.081632653,0.040816327,0.204081633,0.244897959,0.040816327,0,0.040816327,0.12244898,0.367346939,0.326530612,1,1.689804632,0.364424631,-0.315248241,0.062605875,0.33746595,0.085654285,0.264166569,0.068780931,0.480272294,0.001556522,0.225829113,4.563238137,7.842344752,-1.900618547,0.022225051,0.111125165,0.577850877,,912,0.028508772,0,0,1,23712,0,26,0,26
oocytes_trisopterus_states_5b,-0.090074162,0.7938844,0.938569266,-0.840355869,0.482344656,-0.504951026,0.799415905,0.37811075,-0.682428417,0.684862855,0.791000318,0.218121811,0.98326999,0.876300023,0.285238884,-0.238307621,0.089404465,0.597723363,0.788451626,0.243284708,0.766732606,0.631074488,0.126533972,0.306718837,0.877164038,-0.121434283,-0.294901883,0.636295745,-0.715603429,0.85207488,-0.129119542,0.963513415,0.704529384,-0.239083471,0.550271867,0.994340716,0.457678055,0.797503386,0.536744449,-0.747029134,0.289564284,-0.646734441,0.658333077,0.218440755,-0.80486822,0.668784913,0.627266174,0.091639189,0.945048229,0.974184487,-0.478506949,0.397372502,-0.704779454,-0.36483039,0.605076652,-0.781848993,-0.740036651,-0.188704478,-0.829057995,-0.682097403,0.244087396,0.811651469,0.848589559,0.164014541,0.407119894,0.854852275,0.574225713,0.490536097,0.187243563,-0.19722783,0.406950877,0.805006697,-0.259263412,-0.102806698,0.589344228,-0.548934129,-0.680982091,0.675495936,-0.272822657,0.551694069,0.946061158,0.409808067,0.810937095,0.563069768,0.232216917,0.38821221,0.715709099,0.81876339,0.375456956,0.133566444,-0.529235315,-0.237309069,0.286760419,-0.694873833,-0.831371851,0.586010887,0.346412552,0.662219093,0.68583996,0.48349229,0.788747753,0.528649338,0.176655462,0.036967563,0.885895155,0,0.275862069,0.344827586,0.344827586,0.206896552,0.068965517,0.068965517,0.413793103,0.344827586,0.068965517,0.206896552,0.344827586,0.551724138,0.413793103,0.482758621,0.620689655,0.689655172,0.620689655,0.689655172,1,1.55162539,0.736732969,0.338029247,0.144261114,0.406880865,0.184612659,0.310761601,0.259149787,0.579511331,0.30149276,0.389064454,4.053525231,7.169204611,-1.8692352,0.02525253,0.142849854,0.833333333,,912,0.036184211,0,0,1,30096,0,33,0,33
ozone,-0.979537689,0.886383578,0.99039192,-0.90252432,-0.487141217,-0.88408966,0.597998258,-0.798799286,-0.99009899,-0.821528793,0.686811154,-0.92360067,0.992779661,0.979120119,-0.821164175,-0.991022544,0.862378714,0.556527188,0.871527205,-0.507210583,0.832366301,0.990191564,0.839461964,-0.599311168,0.973596132,-0.96219392,-0.988912199,0.839213053,-0.902372967,-0.229479451,-0.849208302,0.850048871,-0.662513489,-0.845245248,-0.768754611,0.910855628,-0.749128817,0.9193015,0.813011012,-0.873001435,-0.522561987,-0.874161407,0.531251949,-0.802488113,-0.99283951,-0.80209545,0.622599499,-0.942961941,0.974677209,0.996832038,0.292175894,0.826348095,-0.766442554,0.777808161,0.887737119,0.723305759,-0.78901966,0.797628783,-0.908446327,-0.854266708,0.399887708,0.134231446,0.47167546,0.520740439,0.52916223,0.032787094,0.60379195,-0.44095798,-0.530979282,-0.645320935,0.766289019,0.857925013,0.711526981,-0.729866449,0.822129829,-0.87608328,-0.864999371,-0.427514162,-0.542856436,-0.515862763,0.936195448,-0.428746032,0.649814001,0.496335455,0.811585042,0.751967899,-0.489272324,0.848102563,-0.77894983,-0.796953939,0.815992815,-0.630298409,0.941046572,-0.977213312,-0.985514354,-0.55361882,0.890727501,-0.840414178,-0.785674773,-0.513402539,0.727741408,0.589400599,-0.902871721,-0.947067437,0.959759422,0.769230769,0.666666667,0.461538462,0.153846154,0.41025641,0.256410256,0,0.051282051,0,0,0.051282051,0.051282051,0.051282051,0.051282051,0.102564103,0.307692308,0.205128205,0.358974359,0.820512821,1,1.676256242,-0.190500876,5.63643191,0.181282745,0.303874889,0.065745647,0.206769229,0.275530678,0.367278935,0.028355333,0.15921957,2.60625461,10.50950471,29.76936468,0.000394366,0.003345926,0.028785489,,2536,0.028785489,0,0,1,185128,0,73,0,73
