f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,clase
-0.62086,0.80279,0.65509,-0.58363,-0.98315,-0.62372,0.80496,0.75357,-0.62067,-0.96882,-0.62045,0.80624,0.68082,-0.63039,-0.96161,-0.614,0.79376,0.47595,-0.5822,-0.93849,-0.24732,0.47864,0.24628,0.07509,0.86458,0.19662,0.27003,0.26872,-0.00312,0.68834,0.1956,0.34944,0.08815,0.06509,0.77531,0.92686,1.02415,1.04621,1.02253,0.98017,0.95667,sn
-0.62263,0.78777,0.56447,-0.5267,-0.87851,-0.62615,0.76993,0.6316,-0.59986,-0.84425,-0.60471,0.69368,0.36128,-0.65375,-0.76929,-0.58407,0.64397,0.09599,-0.58885,-0.69233,-0.14706,0.24784,0.36156,-0.09643,0.78179,0.33698,-0.16226,0.39134,-0.34078,0.51334,0.41928,0.03509,0.33921,-0.21527,0.60797,0.78021,1.00318,1.01659,0.93727,0.90167,0.8607,cn
-0.56013,0.41201,0.04464,-0.3806,-0.75124,-0.56027,0.39059,0.02773,-0.47217,-0.71857,-0.53504,0.31965,-0.18784,-0.54854,-0.59565,-0.50984,0.27092,-0.32471,-0.52284,-0.48398,-0.33677,-0.26098,0.62401,-0.34085,0.28979,0.418,-0.52871,0.61627,-0.54551,0.12627,0.42328,-0.36684,0.56445,-0.35934,0.20213,0.73883,0.71327,0.51323,0.38585,0.32098,0.26693,sn
-0.11807,-0.51712,-0.70738,0.17291,0.32543,-0.11427,-0.53129,-0.7297,0.11882,0.33696,-0.10422,-0.5798,-0.79264,0.05713,0.44322,-0.09654,-0.60962,-0.79291,-0.07237,0.50067,-0.19419,-0.63967,0.55999,-0.55534,-0.31324,0.53844,-0.91252,0.5707,-0.70812,-0.74701,0.5739,-0.81376,0.62289,-0.62851,-0.62694,-0.20985,-0.4886,-0.62396,-0.67385,-0.68109,-0.68932,cn
-0.61621,0.78889,0.51484,-0.59258,-0.69181,-0.62559,0.80947,0.60621,-0.61295,-0.74063,-0.62135,0.81663,0.60615,-0.59263,-0.8023,-0.60451,0.77787,0.41565,-0.53813,-0.80387,-0.00673,0.62576,0.28057,0.14877,0.93172,0.47831,0.40342,-0.21537,0.23938,0.75411,0.48599,0.41799,-0.14532,0.14304,0.7798,0.64259,0.72655,0.76259,0.76631,0.7512,0.72239,sn
0.21916,-0.77276,-0.86951,0.30806,0.53324,0.24482,-0.78361,-0.88437,0.41938,0.55382,0.24145,-0.80141,-0.88451,0.53377,0.60437,0.24937,-0.82165,-0.85244,0.45977,0.6676,-0.53592,-0.73087,0.62569,-0.58257,-0.55991,0.13871,-0.9022,0.55224,-0.69792,-0.90543,0.38523,-0.84696,0.63292,-0.63965,-0.80141,-0.33398,-0.70947,-0.84665,-0.88224,-0.88297,-0.87951,cn
-0.54579,0.50053,0.3735,-0.54685,-0.67793,-0.55828,0.52668,0.41745,-0.57326,-0.75101,-0.55831,0.55124,0.35405,-0.59216,-0.7695,-0.54735,0.50976,0.16643,-0.61179,-0.7369,-0.03055,0.46828,0.34702,0.15178,0.78327,0.5172,0.03779,0.184,-0.12435,0.52427,0.5277,0.13662,0.0063,-0.00046,0.54268,0.62806,0.67462,0.64934,0.56803,0.47547,0.43152,sn
-0.66177,1.13065,1.05211,-0.66075,-0.7254,-0.66811,1.13314,1.07412,-0.67796,-0.68519,-0.65561,1.14649,1.15709,-0.61421,-0.73451,-0.64427,1.16466,1.30201,-0.58927,-0.8465,-0.08179,1.10139,-0.61032,0.6928,1.17925,-0.37001,1.16326,-0.33927,0.76134,1.15364,-0.31695,1.16107,-0.62143,0.7566,1.20899,0.58541,0.83625,0.94538,0.99013,0.99885,1.01999,cn
-0.69069,1.08525,0.72384,-0.63702,-0.91242,-0.70146,1.1132,0.77999,-0.65117,-0.9689,-0.69082,1.17082,1.02103,-0.61445,-1.10224,-0.67301,1.17626,1.19093,-0.628,-1.16062,-0.09972,0.89438,-0.29459,0.46149,1.12145,-0.60892,0.85568,0.1353,0.37281,1.09794,-0.50755,0.93183,-0.19436,0.4588,1.15447,0.79624,0.93263,1.01163,1.02763,1.02196,1.03589,sn
0.37119,-1.06454,-0.94009,0.66018,0.83311,0.45128,-1.11105,-0.96409,0.80091,0.87046,0.48894,-1.14655,-0.9597,1.01048,0.99396,0.41894,-1.09839,-0.92157,1.14667,1.00309,-0.14132,-0.82467,0.59295,-0.6296,-0.90174,0.62318,-0.99452,0.63378,-0.75463,-1.19007,0.5556,-0.94996,0.64553,-0.67025,-1.0697,-0.68904,-1.0186,-1.0705,-1.07205,-1.0694,-1.06757,cn
-0.66525,0.99,0.47326,-0.6308,-0.7774,-0.67676,1.01765,0.51302,-0.63564,-0.81806,-0.67116,1.08266,0.80039,-0.58235,-0.93399,-0.66187,1.11163,1.07665,-0.60796,-1.04723,-0.37592,0.88354,-0.23364,0.38735,1.11401,-0.65951,0.81145,-0.01629,0.35707,1.04726,-0.69117,0.88797,-0.36092,0.4278,1.0916,0.7364,0.81316,0.82033,0.82562,0.83692,0.85503,sn
-0.6482,0.71177,-0.00282,-0.51799,-0.85393,-0.66271,0.75083,0.09057,-0.52498,-0.92772,-0.65082,0.77161,0.2198,-0.54286,-0.9653,-0.6268,0.7304,0.12571,-0.52691,-0.90685,-0.24409,0.25027,0.6294,-0.22313,0.78964,-0.04553,-0.0032,0.55013,-0.34524,0.64221,-0.0055,0.05904,0.46469,-0.30215,0.67179,0.86988,0.87542,0.74287,0.62726,0.56454,0.53725,sn
-0.46448,0.31419,-0.35721,-0.45154,-0.40106,-0.48768,0.36718,-0.28585,-0.4265,-0.51137,-0.52615,0.45764,-0.12651,-0.43135,-0.6365,-0.54937,0.47069,-0.1121,-0.47392,-0.73072,-0.34927,-0.11966,0.52355,-0.33928,0.42651,-0.34985,-0.08683,0.51387,-0.31062,0.52593,-0.19541,-0.06581,0.33519,-0.27784,0.45537,0.45717,0.32533,0.18755,0.11705,0.1196,0.16014,sn
0.47233,-1.10545,-0.99381,0.84097,0.97164,0.50238,-1.1143,-1.00709,1.03966,0.99741,0.48472,-1.13186,-0.99012,1.30268,1.00984,0.45296,-1.15304,-0.96458,1.73308,1.03783,-0.28047,-0.81906,0.6411,-0.63016,-0.86416,0.33398,-1.02274,0.64039,-0.75731,-1.21728,0.37964,-0.96514,0.6754,-0.67737,-1.13046,-0.84853,-1.06526,-1.131,-1.14371,-1.13147,-1.13414,cn
-0.6399,0.76445,-0.00495,-0.60325,-0.5573,-0.65481,0.8111,0.02375,-0.58853,-0.6404,-0.65415,0.90611,0.27716,-0.49764,-0.7795,-0.64693,0.95287,0.58681,-0.51946,-0.92157,0.0964,0.48654,0.16676,0.02799,0.92337,-0.14011,0.79584,-0.07555,0.36449,1.03289,-0.08533,0.64114,-0.13498,0.15501,0.95903,0.63066,0.54142,0.46884,0.42802,0.41133,0.43532,sn
-0.64019,0.69485,-0.34375,-0.59984,-0.47135,-0.65996,0.74695,-0.31724,-0.57143,-0.64718,-0.65496,0.83875,-0.10475,-0.42194,-0.78924,-0.6365,0.86955,0.0509,-0.28793,-0.84086,-0.69889,0.56976,-0.13322,0.20673,0.95365,-1.10438,0.73799,-0.74842,0.58346,0.99327,-0.89054,0.84821,-0.75889,0.56822,1.00704,0.57158,0.40792,0.25366,0.183,0.18333,0.21612,sn
1.31673,-1.54909,-1.09099,2.31732,1.33865,1.30263,-1.53284,-1.1037,2.57516,1.28847,1.25417,-1.52222,-1.05669,1.98328,1.19815,1.28033,-1.5559,-1.01149,1.13858,1.2698,-0.36731,-1.01476,0.61063,-0.65442,-1.45848,0.28039,-1.10655,0.63027,-0.76629,-1.64959,0.37004,-1.04523,0.6761,-0.68741,-1.60852,-1.09443,-1.44726,-1.41408,-1.35657,-1.33777,-1.33568,cn
1.82516,-1.8661,-1.1447,2.22794,1.97583,1.76905,-1.83874,-1.15892,2.97837,1.934,1.68183,-1.79132,-1.09678,3.69507,1.84282,1.59365,-1.73985,-1.02646,3.45312,1.79097,-0.48376,-0.96635,0.65366,-0.65161,-1.56307,0.18233,-1.10082,0.65999,-0.76779,-1.82586,0.21763,-1.06495,0.68278,-0.69084,-1.78402,-1.92915,-1.89007,-1.68647,-1.58516,-1.56029,-1.559,cn
-0.68768,1.02176,0.29452,-0.6437,-0.80764,-0.6994,1.06229,0.3585,-0.64191,-0.87294,-0.68766,1.13915,0.6115,-0.54798,-0.96779,-0.672,1.1783,0.83297,-0.49138,-1.06392,-0.37535,0.87971,0.42405,0.21297,1.14554,-0.64481,1.12777,-0.0216,0.75239,1.20619,-0.45914,1.10445,-0.18193,0.56059,1.21052,0.81123,0.86867,0.81445,0.77669,0.75043,0.75377,sn
-0.47384,0.39801,0.07578,-0.58295,-0.38937,-0.48605,0.43966,0.12883,-0.57264,-0.49915,-0.49938,0.50434,0.3576,-0.53369,-0.58955,-0.49907,0.48473,0.42008,-0.60241,-0.62383,-0.12267,0.72387,0.04461,0.4149,0.83056,0.28417,0.39273,-0.76616,0.49261,0.50416,0.26355,0.43574,-0.54469,0.37524,0.59594,0.45343,0.34025,0.29858,0.28885,0.28547,0.2511,sn
-0.66606,0.81487,0.07355,-0.55204,-0.86157,-0.68024,0.85107,0.12654,-0.55172,-0.95995,-0.66837,0.89788,0.32772,-0.5398,-1.03242,-0.64694,0.88333,0.37808,-0.57123,-1.01131,-0.16883,0.32072,0.28219,-0.10339,0.85461,-0.1017,0.20697,0.3009,-0.18424,0.79952,-0.03374,0.2401,0.20388,-0.15119,0.79237,0.86142,0.87956,0.77364,0.68183,0.66798,0.69329,sn
-0.35226,-0.21639,-0.7235,-0.01506,-0.11032,-0.37794,-0.17668,-0.70323,0.01155,-0.1794,-0.39609,-0.15025,-0.66032,-0.13966,-0.21691,-0.37814,-0.17282,-0.63392,-0.43814,-0.19039,-0.40958,-0.60567,0.57565,-0.49891,-0.20684,0.18335,-0.76476,0.61287,-0.66669,-0.25314,0.31458,-0.69459,0.61444,-0.57285,-0.32865,0.34691,-0.11158,-0.34379,-0.42784,-0.45249,-0.44916,sn
-0.56006,0.32178,-0.46992,-0.48296,-0.39294,-0.5819,0.38131,-0.42209,-0.43729,-0.52249,-0.59654,0.4913,-0.22195,-0.35838,-0.70428,-0.59165,0.4904,-0.13583,-0.38656,-0.79411,-0.34589,0.00786,0.41642,-0.32318,0.53398,0.1018,0.03361,0.04848,-0.23155,0.56721,0.08041,-0.01828,0.18012,-0.26501,0.50877,0.47681,0.27877,0.12147,-0.03023,-0.04505,-0.03441,sn
-0.61866,0.56225,-0.17227,-0.44541,-0.74442,-0.63588,0.60675,-0.08685,-0.45839,-0.82767,-0.62635,0.62408,0.02524,-0.53868,-0.893,-0.6024,0.58149,-0.03504,-0.6094,-0.85071,-0.3441,0.01255,0.50338,-0.30918,0.63975,0.03963,-0.26985,0.49826,-0.4857,0.4531,0.13925,-0.17854,0.44475,-0.41192,0.46956,0.78976,0.73206,0.58849,0.45877,0.41205,0.40827,sn
0.40444,-0.9856,-0.97003,0.70736,0.78538,0.38078,-0.95709,-0.97596,0.85928,0.74914,0.32252,-0.92582,-0.93004,0.65767,0.68116,0.33143,-0.96148,-0.90024,0.30546,0.71807,-0.43586,-0.81834,0.61276,-0.60945,-0.7348,0.24685,-0.99085,0.60414,-0.73613,-1.06303,0.43122,-0.9218,0.64904,-0.6619,-1.0132,-0.53745,-0.9671,-1.03567,-1.04804,-1.03668,-1.03209,cn
0.58693,-1.17472,-1.01298,0.89686,1.0098,0.61811,-1.17741,-1.02473,1.13688,0.98625,0.59683,-1.18316,-0.99519,1.36142,1.00112,0.58139,-1.18748,-0.9539,1.44258,1.03974,-0.21279,-0.84692,0.61992,-0.63155,-0.93653,0.46955,-1.01728,0.61439,-0.753,-1.22417,0.55801,-0.96217,0.65216,-0.67383,-1.15399,-0.7904,-1.16961,-1.20133,-1.19046,-1.18298,-1.17874,cn
-0.69149,1.07829,0.78024,-0.61476,-1.09442,-0.69981,1.08942,0.86744,-0.64158,-1.11522,-0.68226,1.08014,0.90921,-0.63051,-1.12737,-0.66011,1.05035,0.75963,-0.59076,-1.0825,-0.12913,0.72608,0.17313,0.19315,1.07299,0.04605,0.5239,0.19388,0.10911,0.95339,0.15133,0.61988,-0.03027,0.17946,0.98602,1.00168,1.19486,1.24867,1.20674,1.19208,1.19544,sn
1.63034,-1.61621,-1.02119,1.89125,1.1801,1.76611,-1.659,-1.04191,1.65057,1.22017,1.8677,-1.69461,-1.03023,1.27767,1.37938,1.92089,-1.69773,-0.98393,0.51651,1.45096,-0.37443,-1.01367,0.62349,-0.64651,-1.71621,0.31706,-1.10313,0.66176,-0.76037,-1.89096,0.38012,-1.03296,0.67592,-0.67894,-1.71769,-0.99312,-1.30487,-1.26207,-1.23334,-1.23066,-1.22987,cn
0.58597,-1.24293,-0.98372,0.76925,0.96524,0.67275,-1.2887,-1.00416,0.96533,1.00692,0.65925,-1.27994,-0.99061,1.30972,1.09021,0.55129,-1.17531,-0.9179,1.23274,1.05487,-0.96919,-0.85044,0.65557,-0.63724,-1.10672,-0.19994,-1.00465,0.68008,-0.75675,-1.36337,-0.27379,-0.9666,0.68247,-0.67745,-1.19841,-0.81425,-1.14731,-1.16874,-1.12885,-1.1193,-1.11874,cn
0.9869,-1.62323,-1.04821,3.0609,0.7931,1.12494,-1.68889,-1.07705,1.63529,0.81797,1.28911,-1.74024,-1.05966,0.73924,1.0464,1.51006,-1.80596,-1.01843,0.94392,1.32207,-1.78754,-1.0852,0.60076,-0.66408,-1.8485,-1.05625,-1.15543,0.63811,-0.77169,-2.07339,-1.18431,-1.07447,0.68384,-0.69089,-1.83284,-0.45478,-1.1659,-1.23639,-1.20651,-1.21978,-1.24823,sn
0.27233,-1.10731,-1.02912,1.31422,0.6822,0.25471,-1.08051,-1.03737,1.46765,0.55502,0.25597,-1.05556,-0.98226,0.73165,0.41829,0.38708,-1.15624,-0.94992,-0.36017,0.46864,-0.39989,-0.97636,0.61739,-0.65402,-1.11078,0.09802,-1.04162,0.63646,-0.75937,-1.1604,0.33606,-0.98326,0.68168,-0.68357,-1.14842,-0.42274,-1.03159,-1.12327,-1.10816,-1.10235,-1.09404,sn
1.33117,-1.67161,-1.05739,2.74654,1.09286,1.43673,-1.71293,-1.08155,2.17277,1.11471,1.50392,-1.75511,-1.05852,0.90072,1.22174,1.55039,-1.79494,-1.02438,0.34041,1.31523,-0.54831,-1.05925,0.62261,-0.65736,-1.77622,0.05607,-1.13618,0.65632,-0.76715,-1.99257,0.1764,-1.05531,0.69737,-0.68668,-1.74486,-0.90725,-1.34381,-1.33361,-1.31142,-1.31119,-1.33899,sn
0.45256,-1.17504,-0.94577,1.42849,0.41247,0.57192,-1.26265,-0.97043,0.76314,0.3562,0.75998,-1.4285,-0.99504,-1.00465,0.50234,1.18102,-1.66301,-1.01339,-0.40349,0.96642,-0.40061,-0.99229,0.62851,-0.65184,-1.2923,0.13895,-1.08596,0.63989,-0.76315,-1.45525,0.28358,-0.99349,0.69655,-0.68136,-1.27336,-0.25231,-0.70965,-0.92988,-0.95285,-0.96494,-1.02665,sn
0.20117,-0.69351,-0.81648,-0.23856,1.60732,0.16458,-0.66073,-0.81561,-0.11563,1.61656,0.16968,-0.64826,-0.7693,0.14078,1.63608,0.14817,-0.59087,-0.73301,0.42277,1.59184,0.88739,-0.68844,0.24535,-0.47693,-0.664,0.09322,-0.21371,0.67703,-0.43867,0.079,0.41265,-0.56527,0.34469,-0.47837,-0.26039,-1.74217,-1.46876,-1.26272,-1.19518,-1.18279,-1.17506,sn
-0.63888,1.00076,1.27539,-0.62883,-0.91273,-0.64256,0.9784,1.31903,-0.67294,-0.89886,-0.62576,0.92305,1.02045,-0.64985,-0.84359,-0.60632,0.89543,0.58381,-0.50986,-0.76287,0.25205,0.92752,-0.97407,0.68968,1.00838,0.1938,0.49669,-0.52397,0.33942,0.81929,0.47929,0.66446,-0.78462,0.47182,0.85713,0.75456,1.06785,1.22081,1.24148,1.23882,1.21341,cn
-0.7185,1.52522,2.83157,-0.70737,-1.33777,-0.71989,1.48857,2.81733,-0.74702,-1.29401,-0.69843,1.4206,2.56694,-0.70332,-1.22878,-0.67971,1.38181,1.99672,-0.59682,-1.15436,0.27234,2.16123,-1.84526,2.0427,1.40932,-0.06575,1.64716,-1.06356,1.51127,1.31001,0.21632,1.8886,-1.55575,1.6869,1.2927,1.08259,1.59793,1.96151,2.09893,2.10199,2.06769,cn
-0.73075,1.51125,2.76984,-0.69299,-1.46816,-0.73253,1.46658,2.75222,-0.74331,-1.43527,-0.70583,1.37517,2.36353,-0.72478,-1.35772,-0.68102,1.32279,1.61092,-0.60129,-1.21869,0.20522,1.78687,-1.3328,1.44586,1.35594,-0.25635,1.18521,-0.629,0.90247,1.21728,0.10859,1.56825,-1.02786,1.16361,1.26791,1.19419,1.74417,2.07964,2.18864,2.17958,2.1323,sn
-0.70496,1.25295,1.77253,-0.65353,-1.27837,-0.70805,1.2305,1.78293,-0.70249,-1.28931,-0.68337,1.168,1.60422,-0.71092,-1.22882,-0.65771,1.12509,1.01011,-0.58115,-1.08282,0.22946,1.30363,-1.22501,1.08838,1.18128,-0.28294,0.64416,-0.42523,0.38358,0.99692,0.07157,1.0194,-0.75633,0.68427,1.10117,1.10362,1.45147,1.62205,1.65395,1.66061,1.63711,sn
1.08447,-0.69385,-0.35958,-0.45361,1.08832,1.19181,-0.70313,-0.35999,-0.41109,1.08321,1.17376,-0.68068,-0.34521,-0.2993,1.05565,0.93867,-0.65464,-0.36176,-0.24286,0.85557,1.63596,-0.40527,-0.13865,-0.24047,-0.44729,1.84346,0.11756,-0.63529,-0.04218,-0.42431,1.40383,-0.18076,-0.34532,-0.11721,-0.24085,-1.22777,-0.95851,-0.78547,-0.7371,-0.74234,-0.78004,sn
-0.46628,-0.03317,-0.58717,-0.12143,-0.35891,-0.47312,-0.03288,-0.60464,-0.10404,-0.36904,-0.45701,-0.06368,-0.65689,-0.09586,-0.29617,-0.4342,-0.08978,-0.67353,-0.044,-0.18722,0.19462,-0.64284,0.53621,-0.56269,-0.14467,0.19248,-0.66196,0.46336,-0.64205,-0.09162,0.53267,-0.58183,0.45065,-0.53372,-0.11147,0.54286,0.14928,-0.17562,-0.28887,-0.31583,-0.33604,cn
-0.40417,-0.19686,-0.55947,0.06045,-0.45,-0.39059,-0.24341,-0.60583,-0.08346,-0.40276,-0.35988,-0.30561,-0.71938,-0.21248,-0.24591,-0.34853,-0.29404,-0.71683,-0.27975,-0.12689,-0.15459,-0.74018,0.52769,-0.59474,-0.34392,-0.02963,-0.86595,0.60532,-0.7193,-0.45875,0.31866,-0.73006,0.60123,-0.61282,-0.33265,0.63676,0.18225,-0.14728,-0.23657,-0.26325,-0.25446,cn
2.02164,-1.47532,-1.00038,-0.07453,2.44681,1.94394,-1.45066,-1.01706,0.13831,2.47159,1.90365,-1.41414,-0.92706,0.51113,2.38102,1.84497,-1.35266,-0.8379,0.80257,2.29555,2.02456,-0.8925,0.40878,-0.60059,-1.47319,1.14066,-0.30522,0.87074,-0.54784,-0.90653,1.4521,-0.7259,0.484,-0.58508,-1.03822,-2.87132,-1.90878,-1.55944,-1.45416,-1.42892,-1.41697,sn
-0.69256,1.0966,0.86648,-0.62572,-1.09756,-0.69913,1.09934,0.91796,-0.6498,-1.1382,-0.68258,1.09193,1.00994,-0.63304,-1.13053,-0.66401,1.07805,0.74675,-0.53955,-1.06019,-0.00268,0.99389,-0.29731,0.42284,1.14951,-0.46279,0.56947,0.43849,0.10513,0.97477,-0.16371,0.7067,-0.04109,0.17099,1.03546,0.98266,1.21532,1.31468,1.3131,1.29712,1.28655,sn
0.09113,-0.66428,-0.83303,0.41138,0.29254,0.08658,-0.65292,-0.83506,0.3649,0.25291,0.06213,-0.65446,-0.81699,-0.05035,0.22447,0.10241,-0.69288,-0.77819,-0.71617,0.32954,-1.8462,-0.83131,0.69177,-0.61854,-0.72473,-1.64058,-0.93868,0.67731,-0.72708,-0.82137,-1.34646,-0.84711,0.72599,-0.64818,-0.73804,-0.13029,-0.50955,-0.67571,-0.71543,-0.7037,-0.70056,cn
3.39222,-1.83155,-0.94503,0.0679,2.60853,3.20357,-1.8097,-0.95681,0.27444,2.65946,3.28838,-1.81867,-0.87947,0.52253,2.71932,3.47044,-1.83466,-0.81565,0.55794,2.83003,1.48774,-0.64104,-0.009,-0.36487,-1.19218,1.08167,-0.74776,-0.03304,-0.4429,-1.55605,1.17415,-0.70603,0.0575,-0.37873,-1.62392,-3.12838,-2.0054,-1.61374,-1.49468,-1.4649,-1.45876,sn
2.75563,-1.80912,-0.90532,0.4812,2.0517,2.71877,-1.80867,-0.90263,0.54705,2.07732,2.76308,-1.80863,-0.83685,0.022,2.14042,2.85297,-1.80561,-0.81214,-0.55415,2.27517,1.1161,-0.86596,0.26589,-0.5104,-1.74788,0.35919,-0.924,0.28009,-0.61735,-1.73526,0.58073,-0.81944,0.24456,-0.48633,-1.831,-2.23803,-1.75279,-1.4466,-1.35469,-1.34034,-1.34156,sn
-0.16266,-0.29764,-0.6038,-0.07662,-0.07881,-0.16212,-0.29562,-0.59944,-0.09452,-0.08078,-0.18202,-0.29777,-0.57849,-0.35226,-0.05515,-0.16189,-0.35564,-0.56536,-0.71234,-0.00492,-1.9165,-0.57075,0.85447,-0.51878,-0.25485,-1.8514,-0.76386,0.80641,-0.65276,-0.44043,-1.52235,-0.65629,0.81864,-0.57699,-0.33368,0.2774,-0.09228,-0.29524,-0.34582,-0.35454,-0.36282,cn
-0.64101,0.80033,0.5657,-0.54148,-1.00163,-0.64472,0.78236,0.54914,-0.58719,-0.99618,-0.6246,0.72818,0.28165,-0.57825,-0.90821,-0.60234,0.69085,0.10085,-0.50674,-0.76452,-1.3953,0.19728,0.79199,-0.1973,0.74208,-1.46667,-0.02696,0.85473,-0.29788,0.62422,-1.13632,0.12211,0.75082,-0.19807,0.67884,0.89281,1.11444,1.0274,0.89808,0.83577,0.7566,sn
-0.70058,1.14398,0.73495,-0.64136,-1.02763,-0.70845,1.15906,0.76804,-0.65357,-1.06773,-0.6901,1.17516,0.88273,-0.59016,-1.08549,-0.66907,1.16839,0.86625,-0.52395,-1.02971,-1.43178,0.99144,0.19945,0.274,1.19445,-1.8229,0.87954,0.64492,0.39289,1.11371,-1.7133,0.89321,0.25035,0.23827,1.14864,0.8971,1.14561,1.19887,1.17699,1.13882,1.12236,cn
-0.70234,1.06617,0.84129,-0.59838,-1.27258,-0.709,1.06795,0.88948,-0.63595,-1.31731,-0.68373,1.025,0.73885,-0.62595,-1.24809,-0.65706,0.98544,0.44414,-0.5233,-1.08236,-1.75465,0.58268,0.57982,0.01108,1.02358,-2.31673,0.29857,0.82911,-0.10281,0.87673,-1.92717,0.48953,0.58038,-0.0519,0.97654,1.13049,1.44576,1.483,1.43179,1.36029,1.27233,sn
3.36492,-1.71267,-0.88324,-0.0318,2.36652,3.46443,-1.74081,-0.89122,0.13575,2.41755,3.63428,-1.77129,-0.85164,0.4079,2.51486,3.81351,-1.791,-0.83682,0.79505,2.64495,1.55957,-0.66078,-0.00079,-0.36882,-1.30566,1.32964,-0.61276,0.24688,-0.4534,-1.13812,1.18457,-0.69623,0.13657,-0.38468,-1.41159,-2.76325,-1.85599,-1.49578,-1.39125,-1.36544,-1.35922,sn
0.36565,-0.64424,-0.66978,-0.42198,1.28367,0.39519,-0.66529,-0.69566,-0.33993,1.2808,0.41275,-0.68465,-0.64995,-0.10453,1.22989,0.45755,-0.67251,-0.63494,0.20363,1.37653,1.75313,-0.68357,0.14221,-0.40133,-0.84299,0.44927,0.23745,0.76655,-0.10244,-0.22193,0.75483,-0.15816,0.07048,-0.2603,-0.09014,-1.40945,-1.26002,-1.10515,-1.02336,-0.99036,-0.99158,sn
-0.64594,1.00969,1.14434,-0.59915,-1.02424,-0.64441,0.97554,1.09278,-0.65255,-0.97557,-0.61858,0.89266,0.62479,-0.61424,-0.82312,-0.59842,0.84691,0.33134,-0.51234,-0.71022,-0.25654,0.67399,0.41515,0.1821,1.01054,-0.36485,0.17103,0.55314,-0.05161,0.77771,-0.02912,0.37008,0.30128,0.09175,0.84226,0.88474,1.1789,1.2628,1.17781,1.08885,1.03165,cn
-0.74294,1.63201,2.49991,-0.71276,-1.41964,-0.7472,1.61941,2.45976,-0.74263,-1.40015,-0.72184,1.59277,2.49098,-0.68254,-1.3773,-0.69822,1.56134,2.38621,-0.61159,-1.33216,-0.55918,2.12527,-0.37213,1.4849,1.55767,-1.28621,2.04641,0.22679,1.77644,1.48352,-0.95442,2.27057,-0.27826,1.6474,1.56598,1.18688,1.65003,1.94404,2.08108,2.10278,2.10315,sn
-0.44625,0.21043,-0.07818,-0.39388,-0.29897,-0.43604,0.18927,-0.1136,-0.42594,-0.24686,-0.42223,0.15558,-0.27636,-0.40272,-0.14455,-0.41482,0.13662,-0.33658,-0.37509,-0.08068,-0.66666,-0.11118,0.7788,-0.31286,0.26881,-0.60376,-0.47911,0.70493,-0.5156,0.09753,-0.19023,-0.36084,0.6607,-0.40997,0.14932,0.30936,0.22305,0.08339,0.03681,0.02717,0.01039,cn
-0.70417,1.23174,1.69756,-0.6302,-1.4413,-0.70494,1.18655,1.68002,-0.69919,-1.40694,-0.67669,1.08527,1.02125,-0.67399,-1.24275,-0.65044,1.03558,0.50849,-0.51284,-1.05384,-0.32975,0.73688,0.15305,0.28814,1.08477,-0.87921,0.38409,0.39485,0.11752,0.91567,-0.29133,0.71419,0.05113,0.3197,1.02963,1.21185,1.6774,1.82547,1.80635,1.74571,1.68671,sn
4.2192,-2.07633,-1.04618,0.5218,2.86413,4.0101,-2.05909,-1.06836,0.86404,2.92193,4.15799,-2.08163,-1.00384,1.315,2.99868,4.42269,-2.1097,-0.92581,1.35784,3.11539,2.06954,-0.83744,0.20153,-0.49598,-2.16014,1.84184,-0.9044,0.26401,-0.59514,-1.69177,1.89393,-0.89319,0.37588,-0.55103,-1.9024,-3.43674,-2.1758,-1.75995,-1.64125,-1.61374,-1.6075,sn
-0.53399,0.53398,0.12784,-0.45592,-0.56232,-0.5332,0.51622,0.10862,-0.49707,-0.51554,-0.51673,0.45591,-0.08801,-0.47955,-0.40711,-0.50342,0.41821,-0.21338,-0.40149,-0.3089,-0.26786,0.05846,0.77448,-0.30479,0.56119,-0.31084,-0.33165,0.6704,-0.46711,0.36028,0.0666,-0.21024,0.68679,-0.38566,0.39982,0.51712,0.59732,0.52422,0.41321,0.37085,0.34946,cn
-0.71115,1.48674,2.25462,-0.71798,-1.14123,-0.71466,1.47377,2.21324,-0.74248,-1.11537,-0.69846,1.47159,2.30503,-0.66379,-1.12188,-0.68387,1.47089,2.24524,-0.56971,-1.12363,-0.23113,2.58494,-1.60295,2.19405,1.55844,-0.836,2.21171,-0.957,2.0275,1.40308,-0.57412,2.385,-1.40136,1.95266,1.49569,0.95638,1.32644,1.59327,1.74691,1.78536,1.78215,cn
-0.72334,1.32685,1.71969,-0.65173,-1.45739,-0.72647,1.29676,1.66234,-0.69594,-1.43425,-0.6968,1.2081,1.11154,-0.63563,-1.27434,-0.66939,1.15084,0.64155,-0.48102,-1.07488,-0.06457,1.06204,0.38958,0.46931,1.20384,-0.18848,0.70142,0.35374,0.31356,1.08353,0.12164,0.81504,0.17235,0.36108,1.05186,1.25167,1.68402,1.79598,1.75407,1.63999,1.55196,cn
