DS_Name,T,N,p,k,Bin,Cost,SDratio,correl,cancor1,cancor2,fract1,fract2,skewness,kurtosis,Hc,Hx,MCx,EnAtr,NSRatio,Alg_Name,binaryClass
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Bayes,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,BayesTree,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,C4_5,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,CART,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Cal5,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Cascade,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Castle,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Cn2,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Default,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Dipol92,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Discrim,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,ITrule,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,IndCART,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,KNN,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Kohonen,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,LVQ,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,LogDisc,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,NewId,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,QuaDisc,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,RBF,P
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Smart,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Ac2,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Alloc80,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,BackProp,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Bayes,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,BayesTree,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,C4_5,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,CART,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Cal5,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Cascade,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Castle,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Cn2,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Default,N
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Dipol92,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Discrim,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,ITrule,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,IndCART,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,KNN,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Kohonen,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,LVQ,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,LogDisc,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,NewId,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,QuaDisc,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,RBF,P
Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Smart,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Ac2,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Alloc80,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,BackProp,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Bayes,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,BayesTree,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,C4_5,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,CART,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Cal5,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Cascade,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Castle,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Cn2,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Default,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Dipol92,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Discrim,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,ITrule,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,IndCART,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,KNN,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Kohonen,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,LVQ,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,LogDisc,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,NewId,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,QuaDisc,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,RBF,P
Faults,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Smart,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Ac2,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Alloc80,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,BackProp,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Bayes,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,BayesTree,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,C4_5,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,CART,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Cal5,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Cascade,N
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Castle,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Cn2,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Default,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Dipol92,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Discrim,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,ITrule,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,IndCART,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,KNN,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Kohonen,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,LVQ,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,LogDisc,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,NewId,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,QuaDisc,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,RBF,P
German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,,1,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Smart,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Ac2,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Alloc80,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,BackProp,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Bayes,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,BayesTree,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,C4_5,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,CART,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Cal5,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Cascade,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Castle,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Cn2,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Default,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Dipol92,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Discrim,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,ITrule,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,IndCART,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,KNN,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Kohonen,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,LVQ,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,LogDisc,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,NewId,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,QuaDisc,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,RBF,P
Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Smart,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,Ac2,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,Alloc80,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,BackProp,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,Bayes,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,BayesTree,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,C4_5,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,CART,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,Cal5,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,Cascade,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,Castle,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,Cn2,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,Default,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,Dipol92,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,Discrim,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,ITrule,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,IndCART,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,KNN,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,Kohonen,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,LVQ,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,LogDisc,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,NewId,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,QuaDisc,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,RBF,P
Heart,270,270,13,2,5,1,1.0612,0.1236,0.7384,,1,,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,Smart,P
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,Ac2,N
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,Alloc80,P
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,BackProp,P
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,Bayes,N
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,BayesTree,P
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,C4_5,N
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,CART,N
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,Cal5,N
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,Cascade,P
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,Castle,P
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,Cn2,N
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,Default,N
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,Dipol92,P
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,Discrim,P
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,ITrule,N
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,IndCART,N
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,KNN,P
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,Kohonen,N
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,LVQ,P
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,LogDisc,P
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,NewId,P
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,QuaDisc,P
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,RBF,P
KlDigits,9000,18000,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0.172,0.3385,0.1802,2.92,3.3219,5.5903,0.2029,16.3721,26.552,Smart,P
Letters,5000,20000,16,26,0,0,1.8795,0.2577,0.8896,0.8489,0.168,0.321,0.5698,3.5385,4.6996,3.094,0.5189,9.05685,4.96261,Ac2,P
Letters,5000,20000,16,26,0,0,1.8795,0.2577,0.8896,0.8489,0.168,0.321,0.5698,3.5385,4.6996,3.094,0.5189,9.05685,4.96261,Alloc80,P
